City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
103,ancud,-41.8697,-73.8203,7.1,86,86,2.38,CL,1728613110
104,taltal,-25.4,-70.4833,17.28,70,0,1.84,CL,1728613110
105,orsa,54.5153,30.4053,12.07,86,0,6.23,BY,1728613110
106,berrahal,36.8353,7.4533,19.99,83,95,0.34,DZ,1728613111
107,murudeshwara,14.0943,74.4845,25.44,84,100,3.63,IN,1728613111
108,taroa,8.7058,171.2275,28.27,73,100,2.54,MH,1728613111
109,salinas,36.6777,-121.6555,16.54,85,0,1.54,US,1728612929
110,kuala belait,4.5833,114.1833,28.7,79,51,0.94,BN,1728613111
111,iskateley,67.6803,53.1512,-2.71,63,100,8.11,RU,1728613112
112,shiyan,32.6475,110.7781,21.05,46,100,1.78,CN,1728613112
113,lihue,21.9789,-159.3672,27.77,74,20,5.66,US,1728613093
114,umm kaddadah,13.6017,26.6876,27.75,48,100,3.11,SD,1728613112
115,laurel,39.0993,-76.8483,11.45,80,0,0.0,US,1728613113
116,utrik,11.2278,169.8474,27.25,78,100,4.22,MH,1728613113
117,afaahiti,-17.75,-149.2833,21.69,90,100,9.62,PF,1728613113
118,chonchi,-42.6128,-73.8092,6.18,96,23,1.3,CL,1728613113
119,freeport,40.6576,-73.5832,12.28,62,0,6.17,US,1728613113
120,vila velha,-20.3297,-40.2925,21.97,98,75,2.57,BR,1728613114
121,tomatlan,19.9333,-105.25,24.8,91,11,0.43,MX,1728613114
122,douglas,41.3,-96.167,24.1,47,0,3.09,US,1728613114
123,bredasdorp,-34.5322,20.0403,11.7,88,99,1.81,ZA,1728613114
124,colonia menno,-22.3667,-59.8167,18.74,92,100,5.79,PY,1728613115
125,cihanbeyli,38.6607,32.9244,18.08,43,22,4.24,TR,1728613115
126,narasannapeta,18.4167,84.05,26.61,85,100,1.96,IN,1728613115
127,la sarre,48.8002,-79.1996,6.0,89,100,2.09,CA,1728613116
128,christchurch,-43.5333,172.6333,19.11,42,97,4.12,NZ,1728612420
129,gaspe,48.8334,-64.4819,7.12,87,100,2.57,CA,1728613116
130,qaqortoq,60.7167,-46.0333,1.74,87,82,1.41,GL,1728613116
131,peterhead,57.5058,-1.7981,7.34,84,90,9.07,GB,1728613116
132,dosso,13.049,3.1937,28.34,61,100,3.29,NE,1728613117
133,ambon,-3.6954,128.1814,31.24,99,20,3.09,ID,1728613117
134,manokwari,-0.8667,134.0833,29.15,67,43,4.0,ID,1728613117
135,chimbarongo,-34.7,-71.05,12.39,87,99,1.68,CL,1728613117
136,karratha,-20.7377,116.8463,31.7,37,0,7.15,AU,1728613118
137,prince rupert,54.3161,-130.3201,10.83,91,100,9.77,CA,1728612942
138,camana,-16.6228,-72.7111,17.03,86,98,4.14,PE,1728613118
139,rongelap,11.1635,166.8941,27.35,80,100,4.83,MH,1728613118
140,atafu village,-8.5421,-172.5159,28.25,76,26,4.24,TK,1728613118
141,codrington,-38.2667,141.9667,14.01,65,100,6.9,AU,1728613119
142,luorong,24.4058,109.6086,26.41,44,16,2.44,CN,1728613119
143,floro,61.5996,5.0328,3.98,93,100,2.57,NO,1728613119
144,la punta,-33.1837,-66.3127,17.21,56,0,3.87,AR,1728613119
145,piacabucu,-10.4056,-36.4344,25.43,69,100,5.38,BR,1728613120
146,aban,56.67,96.06,-3.47,68,35,2.7,RU,1728613120
147,island harbour,50.724,-1.2758,7.33,70,39,3.03,GB,1728613120
148,kodiak,57.79,-152.4072,6.73,76,100,3.6,US,1728613120
149,klyuchi,52.2667,79.1667,6.45,54,100,8.39,RU,1728613120
150,ta`u,-14.2336,-169.5144,26.72,81,51,8.61,AS,1728613121
151,usogorsk,63.4106,48.6872,-0.87,61,100,5.03,RU,1728613121
152,malango,-2.9627,119.9001,25.26,84,53,1.08,ID,1728613121
153,las lomitas,-24.7096,-60.593,15.73,99,68,2.34,AR,1728613121
154,nova sintra,14.8667,-24.7167,26.64,85,100,9.93,CV,1728613121
155,gadani,25.1185,66.7299,27.26,78,0,1.99,PK,1728613122
156,richmond,37.5538,-77.4603,10.13,88,0,0.0,US,1728612941
157,pitimbu,-7.4706,-34.8086,25.02,74,100,5.33,BR,1728613122
158,kununurra,-15.7667,128.7333,37.99,23,3,4.63,AU,1728613122
159,aqaba,29.5267,35.0078,23.92,64,0,3.6,JO,1728613123
160,bacalar,18.6667,-88.3833,23.72,77,3,2.82,MX,1728613123
161,constantia,44.1833,28.65,13.38,66,7,1.78,RO,1728613123
162,queenstown,-31.8976,26.8753,19.38,20,83,3.25,ZA,1728612965
163,sabang,5.8933,95.3214,27.94,79,81,7.86,ID,1728613124
164,newport,51.5877,-2.9984,6.06,85,0,2.44,GB,1728613124
165,fort beaufort,-32.7748,26.6338,14.89,92,77,1.03,ZA,1728613124
166,port lincoln,-34.7333,135.8667,15.13,60,74,5.33,AU,1728613124
167,badiyah,22.45,58.8,26.41,60,4,1.81,OM,1728613125
168,argo,37.6333,22.7333,22.19,60,100,1.13,GR,1728613125
169,quellon,-43.1167,-73.6167,5.76,91,30,2.64,CL,1728613125
170,port hueneme,34.1478,-119.1951,20.48,88,20,3.09,US,1728613125
171,port shepstone,-30.7414,30.455,20.38,89,95,1.52,ZA,1728613125
172,mont-de-marsan,44.0,-0.6667,13.41,3,15,0.45,FR,1728613126
173,stanley,54.868,-1.6985,3.49,88,0,2.57,GB,1728613126
174,gorontalo,0.5412,123.0595,32.43,59,41,1.99,ID,1728613126
175,puerto ayora,-0.7393,-90.3518,20.31,94,98,2.24,EC,1728613126
176,lazaro cardenas,17.9583,-102.2,26.27,84,53,1.2,MX,1728613127
177,vila franca do campo,37.7167,-25.4333,20.23,99,100,7.61,PT,1728613127
178,muisne,0.6,-80.0333,24.0,85,100,3.4,EC,1728613127
179,ebon,4.582,168.6964,29.03,68,17,3.78,MH,1728613127
180,tucupita,9.0622,-62.051,24.61,94,100,1.58,VE,1728613127
181,leh,34.1667,77.5833,2.27,35,0,0.72,IN,1728613128
182,saint joseph,39.7686,-94.8466,20.7,54,0,0.0,US,1728613128
183,choibalsan,48.0667,114.5,3.32,39,7,3.81,MN,1728613128
184,nuuk,64.1835,-51.7216,-1.66,100,100,2.06,GL,1728613128
185,cill airne,52.05,-9.5167,7.18,76,100,0.4,IE,1728613129
186,avarua,-21.2078,-159.775,25.03,73,40,7.72,CK,1728613129
187,portel,-1.9356,-50.8211,26.5,73,36,2.33,BR,1728613129
188,mana,5.6592,-53.7767,25.95,86,100,2.96,GF,1728613129
189,belmonte,-15.8631,-38.8828,25.14,76,100,3.54,BR,1728613130
190,renigunta,13.65,79.5167,26.99,83,20,0.51,IN,1728613130
191,luderitz,-26.6481,15.1594,15.05,71,7,4.8,NA,1728613130
192,udachny,66.4167,112.4,-8.16,91,100,4.35,RU,1728613131
193,champerico,14.3,-91.9167,27.25,77,99,1.29,GT,1728613131
194,guaruja,-23.9931,-46.2564,20.5,26,100,2.86,BR,1728613131
195,padang,-0.9492,100.3543,28.03,82,99,1.42,ID,1728613131
196,coaldale,49.7167,-112.6185,8.55,75,20,3.6,CA,1728613132
197,wegrow,52.3995,22.0163,13.53,90,100,2.25,PL,1728613132
198,ingeniero guillermo n. juarez,-23.9,-61.85,16.2,93,100,4.68,AR,1728613132
199,imeni morozova,59.9757,31.0376,12.73,1,72,6.18,RU,1728613132
200,nova olinda do norte,-3.8881,-59.0942,28.04,40,72,1.56,BR,1728613133
201,remire-montjoly,4.9167,-52.2667,26.02,94,20,0.51,GF,1728613133
202,mukalla,14.5425,49.1242,24.92,80,0,2.06,YE,1728613133
203,liwale,-9.7667,37.9333,21.22,73,72,0.82,TZ,1728613133
204,taoudenni,22.6783,-3.9836,33.9,22,1,5.59,ML,1728613134
205,nouadhibou,20.931,-17.0347,24.99,61,70,2.57,MR,1728613134
206,tolanaro,-25.0319,46.9987,21.04,78,20,9.26,MG,1728613134
207,antsohihy,-14.8796,47.9875,23.45,57,2,4.43,MG,1728613134
208,rikaze,29.25,88.8833,9.69,44,40,0.87,CN,1728613134
209,al 'amarah,31.8406,47.1396,26.52,16,0,1.94,IQ,1728613135
210,forster,-32.1667,152.5167,23.54,69,3,5.06,AU,1728613135
211,mizdah,31.4451,12.9801,27.62,26,17,1.12,LY,1728613135
212,beyneu,45.3167,55.2,12.15,83,4,5.78,KZ,1728613135
213,enewetak,11.3474,162.3373,28.88,75,100,3.51,MH,1728613136
214,saint-philippe,-21.3585,55.7679,20.95,85,63,6.94,RE,1728613136
215,thunder bay,48.4001,-89.3168,8.99,87,40,1.03,CA,1728613136
216,port hedland,-20.3167,118.5667,33.03,35,0,6.17,AU,1728613136
217,greenville,35.6127,-77.3663,12.85,88,0,1.54,US,1728613136
218,pleiku,13.9833,108.0,25.77,67,16,3.11,VN,1728613137
219,key west,24.5557,-81.7826,29.0,74,20,5.14,US,1728613137
220,ain oussera,35.4514,2.9058,18.49,68,54,3.04,DZ,1728613137
221,novyy urengoy,66.0833,76.6333,-3.37,90,96,6.19,RU,1728613137
222,guilin,25.2819,110.2864,26.06,50,94,1.03,CN,1728613138
223,san pedro pochutla,15.7333,-96.4667,25.84,90,82,1.52,MX,1728613138
224,mahina,-17.5065,-149.489,24.87,78,75,8.23,PF,1728613138
225,kaihua,23.3687,104.28,18.04,83,86,3.43,CN,1728613138
226,angaur state,6.906,134.13,29.21,69,17,2.95,PW,1728613138
227,bengkulu,-3.8004,102.2655,27.61,77,100,1.63,ID,1728613139
228,fisterra,42.9049,-9.2629,15.41,77,100,3.78,ES,1728613139
229,orichi,58.4036,49.0572,-2.04,66,100,4.02,RU,1728613139
230,chengde,40.9725,117.9361,14.39,40,0,1.12,CN,1728613139
231,cabo san lucas,22.8909,-109.9124,28.17,83,0,3.09,MX,1728612471
232,dudinka,69.4058,86.1778,-9.39,90,30,4.62,RU,1728613140
233,pyhajarvi,67.0701,27.2176,3.79,96,100,5.8,FI,1728613140
234,flin flon,54.7682,-101.865,7.28,66,96,2.17,CA,1728613140
235,montanha,-18.1269,-40.3633,21.69,97,100,4.5,BR,1728613140
236,kapuskasing,49.4169,-82.4331,11.0,66,75,4.12,CA,1728613141
237,terneuzen,51.2809,3.8392,8.99,89,61,0.89,NL,1728613141
238,baganga,7.5739,126.56,29.51,73,85,2.23,PH,1728613141
239,alotau,-10.3069,150.4462,26.53,93,100,2.61,PG,1728613141
240,ta'izz,13.5,44.0,21.45,65,100,1.15,YE,1728613142
241,chibougamau,49.9168,-74.3659,5.79,87,100,2.06,CA,1728613142
242,shelburne,44.0787,-80.2041,5.2,89,7,2.79,CA,1728613142
243,coronel dorrego,-38.7187,-61.2873,15.99,54,100,6.81,AR,1728613142
244,kabalo,-6.05,26.9167,20.8,92,100,0.32,CD,1728613142
245,port blair,11.6667,92.75,30.02,79,20,2.06,IN,1728613143
246,fitzgerald,31.7149,-83.2526,18.99,55,0,2.57,US,1728613143
247,nemuro,43.3236,145.575,10.36,81,100,9.99,JP,1728613143
248,kaga bandoro,6.9896,19.1874,21.4,97,100,0.33,CF,1728613143
249,midvagur,62.0511,-7.1939,2.46,87,100,7.2,FO,1728613144
250,akobo,7.4344,3.9497,22.23,97,18,0.61,NG,1728613144
251,parnu,58.3859,24.4971,15.05,82,100,8.23,EE,1728613144
252,perry,37.2506,-83.1999,9.32,72,0,1.32,US,1728613144
253,fale old settlement,-9.3852,-171.2468,28.03,77,93,4.59,TK,1728613145
254,loukhi,66.0764,33.0381,3.65,96,100,5.81,RU,1728613145
255,calatayud,41.3535,-1.6432,11.8,62,10,1.78,ES,1728613145
256,sinop,41.7711,34.8709,15.13,73,0,3.41,TR,1728613145
257,st. john's,47.5649,-52.7093,10.08,97,100,5.14,CA,1728613117
258,kingston,17.997,-76.7936,29.53,79,20,1.54,JM,1728612853
259,vadso,70.0744,29.7487,5.09,87,75,4.63,NO,1728613146
260,piton saint-leu,-21.2196,55.3151,20.06,78,100,7.2,RE,1728613147
261,cabinda,-5.55,12.2,23.98,85,89,1.96,AO,1728613147
262,weno,7.4515,151.8468,32.97,79,100,3.6,FM,1728613147
263,sale,34.0389,-6.8166,19.38,100,12,0.0,MA,1728613147
264,pontes e lacerda,-15.2261,-59.3353,28.11,55,84,2.84,BR,1728613147
265,port augusta,-32.5,137.7667,21.2,26,100,6.68,AU,1728613148
266,chabahar,25.2919,60.643,28.59,77,47,3.94,IR,1728613148
267,sao vicente,-23.9631,-46.3919,20.55,26,100,2.07,BR,1728613148
268,ola,59.5833,151.2833,0.99,63,54,1.26,RU,1728613148
269,al fqih ben calah,32.5009,-6.6906,20.81,68,0,1.97,MA,1728613149
270,lorengau,-2.0226,147.2712,28.62,77,33,3.29,PG,1728613149
271,nadym,65.5333,72.5167,-2.71,83,87,5.29,RU,1728613149
272,novyy urgal,51.0736,132.5642,6.83,61,80,4.9,RU,1728613149
273,xining,36.6167,101.7667,9.79,64,97,1.03,CN,1728613150
274,atherton,53.5237,-2.4935,4.03,93,17,1.84,GB,1728613150
275,khovd,48.0056,91.6419,10.66,36,10,1.14,MN,1728613150
276,prainha,-1.8,-53.48,26.86,58,29,0.65,BR,1728613150
277,el bauga,18.262,33.9081,30.73,21,44,3.41,SD,1728613150
278,souillac,-20.5167,57.5167,22.21,73,40,6.17,MU,1728613151
279,yelizovo,53.1873,158.3805,8.08,46,0,7.0,RU,1728613151
280,zaozersk,69.4005,32.4476,3.15,89,100,3.68,RU,1728613151
281,khromtau,50.2503,58.4347,0.9,80,86,9.65,KZ,1728613151
282,hami,42.8,93.45,18.59,25,0,2.94,CN,1728613152
283,mount carmel,38.4109,-87.7614,16.62,45,0,2.27,US,1728613152
284,plettenberg bay,-34.0527,23.3716,14.13,78,100,3.03,ZA,1728613152
285,bandundu,-3.3167,17.3667,22.25,94,26,0.56,CD,1728613152
286,belokurikha,51.9959,84.9896,7.14,80,19,1.77,RU,1728613152
287,miquelon,47.0975,-56.3814,10.16,80,82,1.37,PM,1728613153
288,el hadjira,32.6134,5.5126,25.73,44,100,4.06,DZ,1728613153
289,ankeny,41.7297,-93.6058,21.12,49,0,0.45,US,1728612987
290,sao joao da ponte,-15.9292,-44.0078,22.86,80,92,0.98,BR,1728613153
291,kashgar,39.4547,75.9797,15.56,41,0,4.0,CN,1728613154
292,fortuna,40.5982,-124.1573,13.53,84,87,0.92,US,1728613154
293,pizhou,34.3114,117.9503,22.54,57,0,2.06,CN,1728613154
294,san-pedro,4.7485,-6.6363,24.54,93,100,2.43,CI,1728613154
295,rexburg,43.826,-111.7897,18.99,37,20,1.54,US,1728613154
296,fish town,5.1964,-7.8756,21.56,99,100,0.95,LR,1728613155
297,howard springs,-12.497,131.047,32.15,68,11,3.21,AU,1728613155
298,acapulco de juarez,16.8634,-99.8901,27.9,78,40,1.54,MX,1728613053
299,bridgetown,13.1,-59.6167,28.27,83,40,5.66,BB,1728613155
300,praia da vitoria,38.7333,-27.0667,19.14,68,20,10.44,PT,1728613156
301,thompson,55.7435,-97.8558,5.09,87,40,1.54,CA,1728613156
302,kyzylorda,44.8528,65.5092,11.01,93,100,6.0,KZ,1728613156
303,zhezqazghan,47.7833,67.7667,10.32,100,75,5.0,KZ,1728613156
304,zouerate,22.7187,-12.4521,30.78,30,20,3.46,MR,1728613157
305,aldinga beach,-35.2793,138.4604,17.82,52,31,4.1,AU,1728613157
306,usinsk,65.9939,57.5281,-7.97,88,6,3.56,RU,1728613157
307,yeppoon,-23.1333,150.7333,23.14,72,6,8.8,AU,1728613158
308,saurimo,-9.6608,20.3916,16.65,89,5,0.74,AO,1728613158
309,le port,-20.9373,55.2919,21.98,70,63,2.15,RE,1728613158
310,ndikinimeki,4.7667,10.8333,18.4,98,26,0.45,CM,1728613159
311,madaoua,14.073,5.96,29.79,41,47,0.98,NE,1728613159
312,carnarvon,-24.8667,113.6333,27.48,46,0,3.33,AU,1728613159
313,al majaridah,19.1236,41.9111,28.51,49,0,0.31,SA,1728613160
314,luanda,-8.8368,13.2343,25.0,83,100,2.57,AO,1728613160
315,primero de mayo,-32.2552,-58.4228,17.12,95,81,2.38,AR,1728613131
316,saldanha,-33.0117,17.9442,9.03,82,100,0.86,ZA,1728613160
317,chegutu,-18.1302,30.1407,14.09,52,0,2.19,ZW,1728613160
318,verdun,49.25,5.3333,6.71,98,29,2.17,FR,1728613161
319,aleg,17.0481,-13.9209,28.76,57,100,5.2,MR,1728613161
320,puerto lleras,3.0223,-73.4044,22.99,98,100,0.62,CO,1728613161
321,balsthal,47.3161,7.6932,9.98,96,54,1.71,CH,1728613161
322,junin,-34.5838,-60.9433,15.12,56,1,3.59,AR,1728613162
323,torres,-29.3353,-49.7269,18.88,96,100,7.44,BR,1728613162
324,northam,51.0333,-4.2167,7.36,65,23,1.34,GB,1728613162
325,ghanzi,-21.5667,21.7833,20.06,25,2,3.95,BW,1728613162
326,trapani,37.8333,12.6667,20.05,78,20,4.63,IT,1728612875
327,port saint john's,-31.6229,29.5448,19.99,86,100,5.84,ZA,1728613163
328,lomza,53.1781,22.0593,11.98,88,100,1.34,PL,1728613163
329,vernon,50.2581,-119.2691,11.53,60,97,1.25,CA,1728613163
330,petauke,-14.2426,31.3253,18.18,56,19,3.28,ZM,1728613163
331,shenjiamen,29.9576,122.298,22.23,63,54,5.47,CN,1728613164
332,colatina,-19.5394,-40.6306,21.7,96,100,1.27,BR,1728613164
333,qianzhou,28.3167,109.7167,20.91,61,100,0.93,CN,1728613164
334,tataouine,32.9297,10.4518,23.11,88,10,5.35,TN,1728613164
335,fort bragg,35.139,-79.006,14.16,60,0,2.57,US,1728613164
336,nago,26.5881,127.9761,26.52,57,0,2.54,JP,1728613165
337,chrudim,49.9511,15.7956,11.98,87,100,4.12,CZ,1728613165
338,lata,40.1629,-8.3327,15.12,71,100,2.19,PT,1728613165
339,olbia,40.9214,9.4856,18.03,68,100,6.17,IT,1728613165
340,sur,22.5667,59.5289,27.76,54,2,0.88,OM,1728613166
341,puerto la cruz,10.2167,-64.6167,27.79,74,56,1.64,VE,1728613166
342,demopolis,32.5176,-87.8364,15.97,77,0,0.0,US,1728612902
343,warrenpoint,54.0995,-6.2509,1.72,92,7,2.13,GB,1728613166
344,susuman,62.7833,148.1667,-8.89,78,81,1.18,RU,1728613166
345,nyurba,63.2842,118.3319,-1.55,89,100,1.33,RU,1728613167
346,seen (kreis 3),47.4765,8.77,10.54,90,100,4.63,CH,1728613167
347,bua yai,15.5855,102.4259,29.92,81,21,4.38,TH,1728613167
348,bowie,33.4501,-94.4335,19.01,68,47,2.59,US,1728613167
349,whitehorse,60.7161,-135.0538,6.43,59,75,4.63,CA,1728613127
350,findlay,41.0442,-83.6499,12.07,65,0,2.57,US,1728613168
351,akrehamn,59.2667,5.1833,8.14,76,75,8.75,NO,1728613168
352,salekhard,66.53,66.6019,-7.77,88,8,1.6,RU,1728613168
353,sanctuary point,-35.1114,150.629,20.98,59,77,6.31,AU,1728613168
354,sola,-13.8833,167.55,26.49,80,100,6.77,VU,1728613169
355,ubari,26.5921,12.7805,29.63,20,0,3.74,LY,1728613169
356,katsuren-haebaru,26.3369,127.8719,28.38,56,0,2.06,JP,1728613169
357,keflavik,64.0049,-22.5624,0.24,64,0,11.32,IS,1728613169
358,withernsea,53.7311,0.0335,3.86,73,0,5.17,GB,1728613169
359,nuku'alofa,-21.1333,-175.2,26.19,89,75,6.17,TO,1728613170
360,bardai,11.65,7.2333,23.18,69,7,1.8,NG,1728613170
361,sittwe,20.15,92.9,27.24,83,8,2.22,MM,1728613170
362,prades,42.5833,2.1667,5.17,86,75,1.71,FR,1728613170
363,port-vila,-17.7338,168.3219,27.78,69,75,5.14,VU,1728613171
364,hammerfest,70.6634,23.6821,5.25,81,75,5.66,NO,1728613171
365,hilo,19.7297,-155.09,27.27,82,0,3.6,US,1728612947
366,fort mcmurray,56.7268,-111.381,7.73,57,100,3.6,CA,1728613171
367,abepura,-2.6333,140.5833,32.45,58,20,3.09,ID,1728613171
368,harper,4.375,-7.7169,24.91,90,100,3.74,LR,1728613172
369,sweetwater,25.7634,-80.3731,26.01,80,75,3.6,US,1728613172
370,tervel,43.75,27.4,17.67,59,53,2.48,BG,1728613172
371,dongkan,33.9997,119.8308,22.36,54,0,1.43,CN,1728613172
372,bom jesus,-9.0744,-44.3586,27.53,37,2,0.59,BR,1728613173
373,tafuna,-14.3358,-170.72,30.97,70,40,7.2,AS,1728613173
374,altamira,-3.2033,-52.2064,25.05,78,0,1.03,BR,1728613173
